city,date,card_type,exp_type,gender,amount,month,customer_id,customer_segment
"Jagdalpur, India",2013-10-08,Signature,Food,F,261114,2013-10,"Jagdalpur, India_Signature_F",Inactive Customers
"Nehtaur, India",2013-10-09,Signature,Grocery,F,182728,2013-10,"Nehtaur, India_Signature_F",Regular Customers
"Kolkata, India",2013-10-09,Gold,Entertainment,F,201943,2013-10,"Kolkata, India_Gold_F",Regular Customers
"Delhi, India",2013-10-09,Gold,Food,M,285214,2013-10,"Delhi, India_Gold_M",High-Value Customers
"Delhi, India",2013-10-09,Gold,Food,F,295917,2013-10,"Delhi, India_Gold_F",High-Value Customers
"Pratapgarh, India",2013-10-09,Gold,Entertainment,F,83858,2013-10,"Pratapgarh, India_Gold_F",Inactive Customers
"Risod, India",2013-10-09,Signature,Food,F,257838,2013-10,"Risod, India_Signature_F",Inactive Customers
"Ahmedabad, India",2013-10-09,Silver,Grocery,M,64793,2013-10,"Ahmedabad, India_Silver_M",High-Value Customers
"Greater Mumbai, India",2013-10-09,Silver,Entertainment,M,264150,2013-10,"Greater Mumbai, India_Silver_M",High-Value Customers
"Bengaluru, India",2013-10-09,Gold,Food,F,216547,2013-10,"Bengaluru, India_Gold_F",High-Value Customers
"Savarkundla, India",2013-10-09,Platinum,Food,M,150874,2013-10,"Savarkundla, India_Platinum_M",Inactive Customers
"Greater Mumbai, India",2013-10-09,Gold,Bills,M,226017,2013-10,"Greater Mumbai, India_Gold_M",High-Value Customers
"Bengaluru, India",2013-10-09,Signature,Entertainment,F,157165,2013-10,"Bengaluru, India_Signature_F",High-Value Customers
"Jaipur, India",2013-10-09,Signature,Fuel,F,280252,2013-10,"Jaipur, India_Signature_F",Regular Customers
"Jaipur, India",2013-10-09,Signature,Food,M,289396,2013-10,"Jaipur, India_Signature_M",Regular Customers
"Terdal, India",2013-10-09,Platinum,Grocery,F,30602,2013-10,"Terdal, India_Platinum_F",Inactive Customers
"Bhilai Nagar, India",2013-10-09,Platinum,Entertainment,F,40990,2013-10,"Bhilai Nagar, India_Platinum_F",Regular Customers
"Pune, India",2013-10-09,Signature,Grocery,M,239906,2013-10,"Pune, India_Signature_M",Regular Customers
"Ahmedabad, India",2013-10-09,Silver,Fuel,M,27626,2013-10,"Ahmedabad, India_Silver_M",High-Value Customers
"Delhi, India",2013-10-09,Signature,Food,M,173889,2013-10,"Delhi, India_Signature_M",High-Value Customers
"Bengaluru, India",2013-10-09,Platinum,Grocery,F,28961,2013-10,"Bengaluru, India_Platinum_F",High-Value Customers
"Surat, India",2013-10-09,Gold,Bills,F,24746,2013-10,"Surat, India_Gold_F",Regular Customers
"Delhi, India",2013-10-09,Platinum,Food,M,273629,2013-10,"Delhi, India_Platinum_M",High-Value Customers
"Jaipur, India",2013-10-09,Gold,Grocery,F,48891,2013-10,"Jaipur, India_Gold_F",Regular Customers
"Maihar, India",2013-10-09,Signature,Grocery,F,115113,2013-10,"Maihar, India_Signature_F",Regular Customers
"Greater Mumbai, India",2013-10-09,Signature,Grocery,M,37495,2013-10,"Greater Mumbai, India_Signature_M",High-Value Customers
"Rewa, India",2013-10-09,Gold,Grocery,F,189221,2013-10,"Rewa, India_Gold_F",Inactive Customers
"Ahmedabad, India",2013-10-09,Signature,Food,F,28640,2013-10,"Ahmedabad, India_Signature_F",High-Value Customers
"Ahmedabad, India",2013-10-09,Gold,Fuel,M,112553,2013-10,"Ahmedabad, India_Gold_M",High-Value Customers
"Bengaluru, India",2013-10-09,Platinum,Fuel,F,158261,2013-10,"Bengaluru, India_Platinum_F",High-Value Customers
"Delhi, India",2013-10-09,Silver,Entertainment,F,70818,2013-10,"Delhi, India_Silver_F",High-Value Customers
"Ahmedabad, India",2013-10-09,Signature,Food,F,20408,2013-10,"Ahmedabad, India_Signature_F",High-Value Customers
"Yamunanagar, India",2013-10-09,Signature,Food,M,24644,2013-10,"Yamunanagar, India_Signature_M",Inactive Customers
"Bengaluru, India",2013-10-09,Gold,Food,F,190157,2013-10,"Bengaluru, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2013-10-09,Signature,Food,M,54958,2013-10,"Greater Mumbai, India_Signature_M",High-Value Customers
"Gurgaon, India",2013-10-09,Silver,Fuel,M,290387,2013-10,"Gurgaon, India_Silver_M",Regular Customers
"Hyderabad, India",2013-10-09,Signature,Fuel,F,118588,2013-10,"Hyderabad, India_Signature_F",Regular Customers
"Lucknow, India",2013-10-09,Silver,Entertainment,F,35817,2013-10,"Lucknow, India_Silver_F",Regular Customers
"Bengaluru, India",2013-10-09,Gold,Bills,M,242790,2013-10,"Bengaluru, India_Gold_M",High-Value Customers
"Ahmedabad, India",2013-10-09,Platinum,Entertainment,F,27032,2013-10,"Ahmedabad, India_Platinum_F",High-Value Customers
"Thangadh, India",2013-10-09,Platinum,Fuel,M,108754,2013-10,"Thangadh, India_Platinum_M",Inactive Customers
"Delhi, India",2013-10-09,Silver,Grocery,F,162859,2013-10,"Delhi, India_Silver_F",High-Value Customers
"Wadi, India",2013-10-09,Signature,Food,M,248321,2013-10,"Wadi, India_Signature_M",Inactive Customers
"Bengaluru, India",2013-10-09,Silver,Grocery,M,52473,2013-10,"Bengaluru, India_Silver_M",High-Value Customers
"Greater Mumbai, India",2013-10-09,Gold,Fuel,M,209565,2013-10,"Greater Mumbai, India_Gold_M",High-Value Customers
"Hyderabad, India",2013-10-09,Silver,Food,M,174704,2013-10,"Hyderabad, India_Silver_M",Regular Customers
"Patan, India",2013-10-09,Silver,Fuel,F,188973,2013-10,"Patan, India_Silver_F",Inactive Customers
"Lakheri, India",2013-10-09,Silver,Food,F,232797,2013-10,"Lakheri, India_Silver_F",Inactive Customers
"Valsad, India",2013-10-09,Silver,Food,M,118224,2013-10,"Valsad, India_Silver_M",Inactive Customers
"Delhi, India",2013-10-09,Gold,Fuel,F,299642,2013-10,"Delhi, India_Gold_F",High-Value Customers
"Ahmedabad, India",2013-10-09,Signature,Grocery,M,93385,2013-10,"Ahmedabad, India_Signature_M",High-Value Customers
"Ahmedabad, India",2013-10-09,Silver,Bills,M,293423,2013-10,"Ahmedabad, India_Silver_M",High-Value Customers
"Delhi, India",2013-10-09,Silver,Fuel,F,39439,2013-10,"Delhi, India_Silver_F",High-Value Customers
"Delhi, India",2013-10-09,Platinum,Food,M,218957,2013-10,"Delhi, India_Platinum_M",High-Value Customers
"Chennai, India",2013-10-09,Platinum,Food,M,1175,2013-10,"Chennai, India_Platinum_M",Regular Customers
"Hyderabad, India",2013-10-09,Signature,Travel,M,198903,2013-10,"Hyderabad, India_Signature_M",Regular Customers
"Greater Mumbai, India",2013-10-09,Platinum,Fuel,F,278582,2013-10,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Chennai, India",2013-10-09,Platinum,Grocery,M,220450,2013-10,"Chennai, India_Platinum_M",Regular Customers
"Bengaluru, India",2013-10-09,Silver,Entertainment,F,253206,2013-10,"Bengaluru, India_Silver_F",High-Value Customers
"Jaipur, India",2013-10-10,Platinum,Travel,M,60698,2013-10,"Jaipur, India_Platinum_M",Regular Customers
"Chittoor, India",2013-10-10,Silver,Grocery,F,72006,2013-10,"Chittoor, India_Silver_F",Inactive Customers
"Kolkata, India",2013-10-10,Signature,Entertainment,M,110799,2013-10,"Kolkata, India_Signature_M",Regular Customers
"Delhi, India",2013-10-10,Platinum,Bills,F,66927,2013-10,"Delhi, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2013-10-10,Silver,Food,F,74794,2013-10,"Ahmedabad, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2013-10-10,Signature,Grocery,F,5816,2013-10,"Greater Mumbai, India_Signature_F",High-Value Customers
"Delhi, India",2013-10-10,Signature,Bills,F,360009,2013-10,"Delhi, India_Signature_F",High-Value Customers
"Rawatsar, India",2013-10-10,Gold,Fuel,F,85841,2013-10,"Rawatsar, India_Gold_F",Inactive Customers
"Kanpur, India",2013-10-10,Silver,Entertainment,M,184786,2013-10,"Kanpur, India_Silver_M",Regular Customers
"Bengaluru, India",2013-10-10,Silver,Grocery,M,291694,2013-10,"Bengaluru, India_Silver_M",High-Value Customers
"Greater Mumbai, India",2013-10-10,Silver,Grocery,F,90839,2013-10,"Greater Mumbai, India_Silver_F",High-Value Customers
"Baramula, India",2013-10-10,Platinum,Bills,F,40176,2013-10,"Baramula, India_Platinum_F",Inactive Customers
"Delhi, India",2013-10-10,Platinum,Entertainment,M,259740,2013-10,"Delhi, India_Platinum_M",High-Value Customers
"Udhagamandalam, India",2013-10-10,Platinum,Bills,M,291415,2013-10,"Udhagamandalam, India_Platinum_M",Regular Customers
"Kolkata, India",2013-10-10,Platinum,Fuel,F,137465,2013-10,"Kolkata, India_Platinum_F",Regular Customers
"Delhi, India",2013-10-10,Silver,Entertainment,M,273894,2013-10,"Delhi, India_Silver_M",High-Value Customers
"Ahmedabad, India",2013-10-10,Signature,Food,F,265844,2013-10,"Ahmedabad, India_Signature_F",High-Value Customers
"Utraula, India",2013-10-10,Gold,Bills,M,13914,2013-10,"Utraula, India_Gold_M",Regular Customers
"Ahmedabad, India",2013-10-10,Silver,Entertainment,F,79847,2013-10,"Ahmedabad, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2013-10-10,Signature,Food,M,268577,2013-10,"Greater Mumbai, India_Signature_M",High-Value Customers
"Hyderabad, India",2013-10-10,Signature,Entertainment,F,80580,2013-10,"Hyderabad, India_Signature_F",Regular Customers
"Bengaluru, India",2013-10-10,Signature,Fuel,F,134137,2013-10,"Bengaluru, India_Signature_F",High-Value Customers
"Greater Mumbai, India",2013-10-10,Silver,Fuel,F,244726,2013-10,"Greater Mumbai, India_Silver_F",High-Value Customers
"Bheemunipatnam, India",2013-10-10,Platinum,Grocery,M,297116,2013-10,"Bheemunipatnam, India_Platinum_M",Inactive Customers
"Chennai, India",2013-10-10,Signature,Grocery,F,191084,2013-10,"Chennai, India_Signature_F",Regular Customers
"Akola, India",2013-10-10,Platinum,Bills,F,154678,2013-10,"Akola, India_Platinum_F",Inactive Customers
"Pune, India",2013-10-10,Silver,Bills,M,17279,2013-10,"Pune, India_Silver_M",Regular Customers
"Delhi, India",2013-10-10,Signature,Fuel,M,64589,2013-10,"Delhi, India_Signature_M",High-Value Customers
"Delhi, India",2013-10-10,Platinum,Food,M,3092,2013-10,"Delhi, India_Platinum_M",High-Value Customers
"Adoor, India",2013-10-10,Platinum,Food,M,11990,2013-10,"Adoor, India_Platinum_M",Inactive Customers
"Kolkata, India",2013-10-10,Signature,Food,F,127034,2013-10,"Kolkata, India_Signature_F",Regular Customers
"Hyderabad, India",2013-10-10,Platinum,Bills,F,92598,2013-10,"Hyderabad, India_Platinum_F",Regular Customers
"Greater Mumbai, India",2013-10-10,Gold,Bills,F,253796,2013-10,"Greater Mumbai, India_Gold_F",High-Value Customers
"Bengaluru, India",2013-10-10,Platinum,Food,M,95964,2013-10,"Bengaluru, India_Platinum_M",High-Value Customers
"Malegaon, India",2013-10-10,Platinum,Bills,M,292535,2013-10,"Malegaon, India_Platinum_M",Regular Customers
"Kothagudem, India",2013-10-10,Gold,Bills,M,163997,2013-10,"Kothagudem, India_Gold_M",Inactive Customers
"Greater Mumbai, India",2013-10-10,Signature,Food,M,253730,2013-10,"Greater Mumbai, India_Signature_M",High-Value Customers
"Hyderabad, India",2013-10-10,Signature,Travel,F,21777,2013-10,"Hyderabad, India_Signature_F",Regular Customers
"Chennai, India",2013-10-10,Gold,Food,F,226400,2013-10,"Chennai, India_Gold_F",Regular Customers
"Delhi, India",2013-10-10,Platinum,Fuel,F,240018,2013-10,"Delhi, India_Platinum_F",High-Value Customers
"Delhi, India",2013-10-10,Signature,Fuel,F,19918,2013-10,"Delhi, India_Signature_F",High-Value Customers
"Modinagar, India",2013-10-10,Platinum,Entertainment,M,285464,2013-10,"Modinagar, India_Platinum_M",Regular Customers
"Ahmedabad, India",2013-10-10,Signature,Food,F,93503,2013-10,"Ahmedabad, India_Signature_F",High-Value Customers
"Nahan, India",2013-10-11,Gold,Food,M,248730,2013-10,"Nahan, India_Gold_M",Inactive Customers
"Surat, India",2013-10-11,Platinum,Food,F,296069,2013-10,"Surat, India_Platinum_F",Regular Customers
"Surat, India",2013-10-11,Platinum,Food,F,216281,2013-10,"Surat, India_Platinum_F",Regular Customers
"Ahmedabad, India",2013-10-11,Gold,Bills,F,668568,2013-10,"Ahmedabad, India_Gold_F",High-Value Customers
"Salur, India",2013-10-11,Signature,Grocery,F,222490,2013-10,"Salur, India_Signature_F",Regular Customers
"Greater Mumbai, India",2013-10-11,Platinum,Fuel,F,231743,2013-10,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Kolkata, India",2013-10-11,Silver,Travel,F,130957,2013-10,"Kolkata, India_Silver_F",Regular Customers
"Delhi, India",2013-10-11,Gold,Food,F,49153,2013-10,"Delhi, India_Gold_F",High-Value Customers
"Maner, India",2013-10-11,Signature,Entertainment,F,91099,2013-10,"Maner, India_Signature_F",Inactive Customers
"Nehtaur, India",2013-10-11,Gold,Entertainment,F,106642,2013-10,"Nehtaur, India_Gold_F",Regular Customers
"Bengaluru, India",2013-10-11,Gold,Entertainment,M,20417,2013-10,"Bengaluru, India_Gold_M",High-Value Customers
"Bengaluru, India",2013-10-11,Gold,Fuel,F,162498,2013-10,"Bengaluru, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2013-10-11,Gold,Fuel,M,212080,2013-10,"Greater Mumbai, India_Gold_M",High-Value Customers
"Palghar, India",2013-10-11,Gold,Food,M,269335,2013-10,"Palghar, India_Gold_M",Regular Customers
"Bengaluru, India",2013-10-11,Platinum,Bills,M,201094,2013-10,"Bengaluru, India_Platinum_M",High-Value Customers
"Delhi, India",2013-10-11,Gold,Bills,F,393651,2013-10,"Delhi, India_Gold_F",High-Value Customers
"Chennai, India",2013-10-11,Signature,Travel,M,50314,2013-10,"Chennai, India_Signature_M",Regular Customers
"Bengaluru, India",2013-10-11,Signature,Fuel,M,48441,2013-10,"Bengaluru, India_Signature_M",High-Value Customers
"Asansol, India",2013-10-11,Signature,Fuel,F,53709,2013-10,"Asansol, India_Signature_F",Inactive Customers
"Hyderabad, India",2013-10-11,Silver,Fuel,M,18209,2013-10,"Hyderabad, India_Silver_M",Regular Customers
"Delhi, India",2013-10-11,Platinum,Entertainment,M,44863,2013-10,"Delhi, India_Platinum_M",High-Value Customers
"Tuljapur, India",2013-10-11,Silver,Entertainment,M,213787,2013-10,"Tuljapur, India_Silver_M",Regular Customers
"Dharmavaram, India",2013-10-11,Signature,Bills,F,125319,2013-10,"Dharmavaram, India_Signature_F",Inactive Customers
"Kolkata, India",2013-10-11,Gold,Fuel,F,208003,2013-10,"Kolkata, India_Gold_F",Regular Customers
"Ahmedabad, India",2013-10-11,Gold,Food,M,186779,2013-10,"Ahmedabad, India_Gold_M",High-Value Customers
"Sundargarh, India",2013-10-11,Platinum,Entertainment,M,113322,2013-10,"Sundargarh, India_Platinum_M",Regular Customers
"Ahmedabad, India",2013-10-11,Silver,Bills,F,131578,2013-10,"Ahmedabad, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2013-10-11,Gold,Grocery,M,142725,2013-10,"Greater Mumbai, India_Gold_M",High-Value Customers
"Surat, India",2013-10-11,Gold,Bills,M,24993,2013-10,"Surat, India_Gold_M",Regular Customers
"Pune, India",2013-10-11,Signature,Fuel,F,130409,2013-10,"Pune, India_Signature_F",Regular Customers
"Hyderabad, India",2013-10-11,Silver,Bills,M,294416,2013-10,"Hyderabad, India_Silver_M",Regular Customers
"Surat, India",2013-10-11,Gold,Fuel,F,181899,2013-10,"Surat, India_Gold_F",Regular Customers
"Kolkata, India",2013-10-11,Platinum,Bills,M,223239,2013-10,"Kolkata, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2013-10-11,Silver,Grocery,M,271912,2013-10,"Greater Mumbai, India_Silver_M",High-Value Customers
"Pune, India",2013-10-11,Gold,Food,M,192824,2013-10,"Pune, India_Gold_M",Regular Customers
"Greater Mumbai, India",2013-10-11,Signature,Bills,F,50617,2013-10,"Greater Mumbai, India_Signature_F",High-Value Customers
"Kharar, India",2013-10-11,Platinum,Fuel,M,77015,2013-10,"Kharar, India_Platinum_M",Inactive Customers
"Supaul, India",2013-10-11,Signature,Food,M,272044,2013-10,"Supaul, India_Signature_M",Inactive Customers
"Lucknow, India",2013-10-11,Signature,Entertainment,M,176447,2013-10,"Lucknow, India_Signature_M",Regular Customers
"Greater Mumbai, India",2013-10-11,Platinum,Grocery,F,237867,2013-10,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Lucknow, India",2013-10-11,Platinum,Fuel,F,129534,2013-10,"Lucknow, India_Platinum_F",Regular Customers
"Malegaon, India",2013-10-11,Gold,Fuel,F,154758,2013-10,"Malegaon, India_Gold_F",Regular Customers
"Maihar, India",2013-10-11,Gold,Grocery,F,137766,2013-10,"Maihar, India_Gold_F",Regular Customers
"Ahmedabad, India",2013-10-11,Silver,Entertainment,F,39631,2013-10,"Ahmedabad, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2013-10-11,Platinum,Food,M,151924,2013-10,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Delhi, India",2013-10-11,Signature,Grocery,M,127082,2013-10,"Delhi, India_Signature_M",High-Value Customers
"Jaipur, India",2013-10-11,Signature,Travel,F,208777,2013-10,"Jaipur, India_Signature_F",Regular Customers
"Bengaluru, India",2013-10-11,Signature,Bills,F,182330,2013-10,"Bengaluru, India_Signature_F",High-Value Customers
"Greater Mumbai, India",2013-10-11,Gold,Fuel,M,69877,2013-10,"Greater Mumbai, India_Gold_M",High-Value Customers
"Pune, India",2013-10-11,Platinum,Food,F,146184,2013-10,"Pune, India_Platinum_F",Regular Customers
"Delhi, India",2013-10-11,Gold,Entertainment,M,108085,2013-10,"Delhi, India_Gold_M",High-Value Customers
"Bengaluru, India",2013-10-11,Gold,Grocery,M,23448,2013-10,"Bengaluru, India_Gold_M",High-Value Customers
"Hyderabad, India",2013-10-11,Gold,Entertainment,F,215803,2013-10,"Hyderabad, India_Gold_F",Regular Customers
"Greater Mumbai, India",2013-10-11,Platinum,Entertainment,M,122576,2013-10,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Kaithal, India",2013-10-11,Platinum,Entertainment,F,229300,2013-10,"Kaithal, India_Platinum_F",Regular Customers
"Hyderabad, India",2013-10-12,Signature,Travel,F,111294,2013-10,"Hyderabad, India_Signature_F",Regular Customers
"Greater Mumbai, India",2013-10-12,Signature,Entertainment,F,219848,2013-10,"Greater Mumbai, India_Signature_F",High-Value Customers
"Mokokchung, India",2013-10-12,Platinum,Fuel,F,167197,2013-10,"Mokokchung, India_Platinum_F",Regular Customers
"Sattenapalle, India",2013-10-12,Silver,Grocery,M,62725,2013-10,"Sattenapalle, India_Silver_M",Inactive Customers
"Jaipur, India",2013-10-12,Platinum,Travel,M,200501,2013-10,"Jaipur, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2013-10-12,Platinum,Grocery,M,26699,2013-10,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Greater Mumbai, India",2013-10-12,Silver,Grocery,F,268559,2013-10,"Greater Mumbai, India_Silver_F",High-Value Customers
"Bengaluru, India",2013-10-12,Signature,Grocery,M,86395,2013-10,"Bengaluru, India_Signature_M",High-Value Customers
"Usilampatti, India",2013-10-12,Silver,Fuel,F,283879,2013-10,"Usilampatti, India_Silver_F",Inactive Customers
"Ahmedabad, India",2013-10-12,Gold,Fuel,F,148387,2013-10,"Ahmedabad, India_Gold_F",High-Value Customers
"Delhi, India",2013-10-12,Gold,Fuel,M,241870,2013-10,"Delhi, India_Gold_M",High-Value Customers
"Ahmedabad, India",2013-10-12,Silver,Grocery,F,252655,2013-10,"Ahmedabad, India_Silver_F",High-Value Customers
"Chennai, India",2013-10-12,Silver,Grocery,F,248401,2013-10,"Chennai, India_Silver_F",Regular Customers
"Raigarh, India",2013-10-12,Silver,Grocery,M,278954,2013-10,"Raigarh, India_Silver_M",Regular Customers
"Bengaluru, India",2013-10-12,Silver,Grocery,M,2114,2013-10,"Bengaluru, India_Silver_M",High-Value Customers
"Rohtak, India",2013-10-12,Platinum,Entertainment,M,28531,2013-10,"Rohtak, India_Platinum_M",Inactive Customers
"Delhi, India",2013-10-12,Gold,Fuel,M,253012,2013-10,"Delhi, India_Gold_M",High-Value Customers
"Bengaluru, India",2013-10-12,Signature,Fuel,M,26752,2013-10,"Bengaluru, India_Signature_M",High-Value Customers
"Sikandra Rao, India",2013-10-12,Silver,Fuel,F,238909,2013-10,"Sikandra Rao, India_Silver_F",Regular Customers
"Surat, India",2013-10-12,Platinum,Travel,F,160939,2013-10,"Surat, India_Platinum_F",Regular Customers
"Kanpur, India",2013-10-12,Silver,Entertainment,F,109918,2013-10,"Kanpur, India_Silver_F",Regular Customers
